code,name,lat,long,tambon,amphoe,province,provinceEng,basin,region,regionEng,station_type
SWKL,โรงฆ่าสัตว์ ทม.สวรรคโลก,17.3167664,99.8251456,เมืองสวรรคโลก,สวรรคโลก,สุโขทัย,Sukhothai,แม่น้ำยม,ภาคเหนือ,North,R
PMPA,อบต.ปางมะผ้า,19.5906624,98.2150336,ปางมะผ้า,ปางมะผ้า,แม่ฮ่องสอน,Mae Hong Son,แม่น้ำสาละวิน,ภาคเหนือ,North,R
PVEE,ทต.ปัถวี,12.7426512,102.2326016,ปัถวี,มะขาม,จันทบุรี,Chanthaburi,ชายฝั่งทะเลตะวันออก,ภาคกลาง,Central,R
TKNT,ทต.ตะเคียนทอง,12.913068,102.0813696,ตะเคียนทอง,เขาคิชฌกูฏ,จันทบุรี,Chanthaburi,ชายฝั่งทะเลตะวันออก,ภาคกลาง,Central,R
KHHM,อบต.เทพนิมิต,13.040304,102.4495616,เทพนิมิต,โป่งน้ำร้อน,จันทบุรี,Chanthaburi,โตนเลสาป,ภาคกลาง,Central,R
BNKN,ทต.พลิ้ว,12.4999384,102.147584,พลิ้ว,แหลมสิงห์,จันทบุรี,Chanthaburi,ชายฝั่งทะเลตะวันออก,ภาคกลาง,Central,R
LK13,บ้านน้อยสว่าง,14.1651856,100.77856,บึงชำอ้อ,หนองเสือ,ปทุมธานี,Pathum Thani,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,R
KSNG,อบต.ขุนซ่อง,13.0740432,101.9376,ขุนซ่อง,แก่งหางแมว,จันทบุรี,Chanthaburi,ชายฝั่งทะเลตะวันออก,ภาคกลาง,Central,R
NMUB,อบต.น้ำมวบ,18.484216,100.9307712,น้ำมวบ,เวียงสา,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,R
BTTI,อบต.เทอดไทย,20.2398656,99.6664064,เทอดไทย,แม่ฟ้าหลวง,เชียงราย,Chiang Rai,แม่น้ำโขง,ภาคเหนือ,North,R
HCTT,อบต.หนองหล่ม,18.3362624,99.3999104,หนองหล่ม,ห้างฉัตร,ลำปาง,Lampang,แม่น้ำวัง,ภาคเหนือ,North,R
PYMR,ทต.พญาเม็งราย,19.839256,100.1692416,เม็งราย,พญาเม็งราย,เชียงราย,Chiang Rai,แม่น้ำโขง,ภาคเหนือ,North,R
BMKO,อบต.ไม้ขาว,8.1820064,98.2989056,ไม้ขาว,ถลาง,ภูเก็ต,Phuket,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,R
TKRA,อบต.คลองเฉลิม,7.3824304,99.98016,คลองเฉลิม,กงหรา,พัทลุง,Phatthalung,ทะเลสาบสงขลา,ภาคใต้,South,R
KOKN,อบต.โคคลาน,13.991088,102.6506816,โคคลาน,ตาพระยา,สระแก้ว,Sa Kaeo,โตนเลสาป,ภาคกลาง,Central,R
SKBI,อบต.หนองลู,15.1955248,98.4612096,หนองลู,สังขละบุรี,กาญจนบุรี,Kanchanaburi,แม่น้ำแม่กลอง,ภาคกลาง,Central,R
BMNK,เทศบาลตำบลหอไกร,16.0501104,100.3737152,หอไกร,บางมูลนาก,พิจิตร,Phichit,แม่น้ำน่าน,ภาคเหนือ,North,R
NANT,อบจ.น่าน,18.7990608,100.7331584,ในเวียง,เมืองน่าน,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,R
NPNK,อบต.หนองผักนาก,14.7644432,100.0194432,หนองผักนาก,สามชุก,สุพรรณบุรี,Suphan Buri,แม่น้ำท่าจีน,ภาคกลาง,Central,R
MCRM,รพสต.หมอเมือง,18.6781616,100.9927872,หมอเมือง,แม่จริม,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,R
BNPK,อบต.บางครก,13.1987,99.9505152,บางครก,บ้านแหลม,เพชรบุรี,Phetchaburi,แม่น้ำเพชรบุรี,ภาคกลาง,Central,R
KCWF,ทต.สวนผึ้ง,13.5448928,99.3383104,สวนผึ้ง,สวนผึ้ง,ราชบุรี,Ratchaburi,แม่น้ำแม่กลอง,ภาคกลาง,Central,R
BLUG,สนามกีฬา อบต.ป่าคาหลวง,18.8528688,100.4350336,ป่าคาหลวง,บ้านหลวง,น่าน,Nan,แม่น้ำยม,ภาคเหนือ,North,R
NANI,อบต.นาน้อย,18.3281328,100.7087104,นาน้อย,นาน้อย,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,R
TANA,อบต.นครชัยศรี,13.7903424,100.1904896,นครชัยศรี,นครชัยศรี,นครปฐม,Nakhon Pathom,แม่น้ำท่าจีน,ภาคกลาง,Central,R
KKTO,ทต.ลำปางหลวง,18.230336,99.3912256,ลำปางหลวง,เกาะคา,ลำปาง,Lampang,แม่น้ำวัง,ภาคเหนือ,North,R
MPBR,ทต.ปราณบุรี,12.3783984,99.8933312,หนองตาแต้ม,ปราณบุรี,ประจวบคีรีขันธ์,Prachuap Khiri Khan,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,Central,R
WWST,วัดเนินสวรรค์มงคลธรรม,12.41644,99.8177856,หนองตาแต้ม,ปราณบุรี,ประจวบคีรีขันธ์,Prachuap Khiri Khan,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,Central,R
HHMV,อบต.ทับใต้,12.4903008,99.9043712,ทับใต้,หัวหิน,ประจวบคีรีขันธ์,Prachuap Khiri Khan,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,Central,R
TLMU,ทต.ลำแก่น,8.5967272,98.2573504,ลำแก่น,ท้ายเหมือง,พังงา,Phang Nga,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,R
LMKD,อบต.คลองขนาน,8.0053056,99.0138816,คลองขนาน,เหนือคลอง,กระบี่,Krabi,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,R
NTST,อบต.ท่าเสา,14.2160096,99.0813184,ท่าเสา,ไทรโยค,กาญจนบุรี,Kanchanaburi,แม่น้ำแม่กลอง,ภาคกลาง,Central,R
KTUM,อบต.เขาตูม,6.6191304,101.3067136,เขาตูม,ยะรัง,ปัตตานี,Pattani,แม่น้ำปัตตานี,ภาคใต้,South,R
BST1,อบต.ศีรษะจรเข้น้อย,13.6778016,100.7945024,ศีรษะจรเข้น้อย,บางเสาธง,สมุทรปราการ,Samut Prakan,แม่น้ำบางปะกง,ภาคกลาง,Central,R
MMMO,ทต.แม่เมาะ,18.272936,99.6516096,แม่เมาะ,แม่เมาะ,ลำปาง,Lampang,แม่น้ำวัง,ภาคเหนือ,North,R
TPAE,ทต.ท่าขนุน,14.7440608,98.6423872,ท่าขนุน,ทองผาภูมิ,กาญจนบุรี,Kanchanaburi,แม่น้ำแม่กลอง,ภาคกลาง,Central,R
NAPJ,อบต.ทุ่งกระบ่ำ,14.5887568,99.6350656,ทุ่งกระบ่ำ,เลาขวัญ,กาญจนบุรี,Kanchanaburi,แม่น้ำท่าจีน,ภาคกลาง,Central,R
KHNI,อบต.บ้านเสด็จ,8.7635688,99.06464,บ้านเสด็จ,เคียนซา,สุราษฎร์ธานี,Surat Thani,แม่น้ำตาปี,ภาคใต้,South,R
BUGN,ร.ร.บ้านอังโกน-ห้วยทราย,14.4960752,102.2472256,บ้านใหม่,ครบุรี,นครราชสีมา,Nakhon Ratchasima,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
NOKG,อบต.หนองโพธิ์,15.7743248,103.1028416,หนองโพธิ์,นาเชือก,มหาสารคาม,Maha Sarakham,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
BKNH,อบต.ราษฎร์นิยม,14.1038624,100.32208,ราษฎร์นิยม,ไทรน้อย,นนทบุรี,Nonthaburi,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,R
MNDM,เขื่อนแม่งัดสมบูรณ์ชล,19.1617664,99.0396864,ช่อแล,แม่แตง,เชียงใหม่,Chiang Mai,แม่น้ำปิง,ภาคเหนือ,North,R
KUAM,อบต.สบแม่ข่า,18.6779616,98.977152,สบแม่ข่า,หางดง,เชียงใหม่,Chiang Mai,แม่น้ำปิง,ภาคเหนือ,North,R
CHKG,อบต.ช่างเคิ่ง,18.5066656,98.3523136,ช่างเคิ่ง,แม่แจ่ม,เชียงใหม่,Chiang Mai,แม่น้ำปิง,ภาคเหนือ,North,R
NOKK,อบต.หนองขนาก,14.5141904,100.735232,หนองขนาก,ท่าเรือ,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,R
LMKO,อบต.หล่มเก่า,16.8807056,101.238368,หล่มเก่า,หล่มเก่า,เพชรบูรณ์,Phetchabun,แม่น้ำป่าสัก,ภาคเหนือ,North,R
TAKI,อบต.ตาคลี,15.2912048,100.3829056,ตาคลี,ตาคลี,นครสวรรค์,Nakhon Sawan,แม่น้ำเจ้าพระยา,ภาคเหนือ,North,R
PICI,อบต.ในเมือง,17.295936,100.1006784,ในเมือง,พิชัย,อุตรดิตถ์,Uttaradit,แม่น้ำน่าน,ภาคเหนือ,North,R
PKH1,ที่ทำการกำนันตำบลลาดชิด,14.4414288,100.355648,ลาดชิด,ผักไห่,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,R
SWH1,อบต.บ้านพราน,14.7021536,100.2981952,บ้านพราน,แสวงหา,อ่างทอง,Ang Thong,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,R
WSPR,ทต.โคกตูม,14.8126576,100.7899264,โคกตูม,เมืองลพบุรี,ลพบุรี,Lopburi,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,R
