code,name,lat,long,tambon,amphoe,province,provinceEng,basin,region,regionEng,station_type
SWR016,ศาลากลางหมู่บ้านในล๊อค,11.1810352,99.3554112,ทองมงคล,บางสะพาน,ประจวบคีรีขันธ์,Prachuap Khiri Khan,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,Central,R
SWR003,อบต.วังยาว,14.8901904,99.3775296,วังยาว,ด่านช้าง,สุพรรณบุรี,Suphan Buri,แม่น้ำแม่กลอง,ภาคกลาง,Central,R
SWR020,ศูนย์พัฒนาเด็กเล็ก อบต.ท่านา,8.6784608,98.4166656,ท่านา,กะปง,พังงา,Phang Nga,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,R
SWR014,น้ำตกไทรคู่,11.2480704,99.3355264,ทองมงคล,บางสะพาน,ประจวบคีรีขันธ์,Prachuap Khiri Khan,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,Central,R
SWR030,รร.บ้านลำปลอกเหนือ,7.3550992,99.8145472,ในควน,ย่านตาขาว,ตรัง,Trang,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,R
TNG005,วังวิเศษ,7.6689224,99.4594112,เขาวิเศษ,วังวิเศษ,ตรัง,Trang,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,W
SWR028,รร.บ้านหนองคล้า,7.6185304,99.449088,เขาวิเศษ,วังวิเศษ,ตรัง,Trang,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,R
SWR012,ประปาหมู่บ้านคลองเพลิน,11.320108,99.3944064,ร่อนทอง,บางสะพาน,ประจวบคีรีขันธ์,Prachuap Khiri Khan,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,Central,R
SWR010,ที่ว่าการอำเภอหัวหิน,12.529716,99.8811264,ทับใต้,หัวหิน,ประจวบคีรีขันธ์,Prachuap Khiri Khan,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,Central,R
STU004,ควนกาหลง,6.9283776,99.936032,อุใดเจริญ,ควนกาหลง,สตูล,Satun,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,W
PRN002,หัวหิน,12.5084952,99.8420032,ทับใต้,หัวหิน,ประจวบคีรีขันธ์,Prachuap Khiri Khan,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,Central,W
SWR011,ศาลากลางหมู่บ้านแพรกตะลุย,12.32247,99.62341,เขาจ้าว,ปราณบุรี,ประจวบคีรีขันธ์,Prachuap Khiri Khan,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,Central,R
TPI006,พระแสง,8.537488,99.18096,ไทรขึง,พระแสง,สุราษฎร์ธานี,Surat Thani,แม่น้ำตาปี,ภาคใต้,South,W
SWR021,อบต.ตะปาน,8.866712,99.146944,ตะปาน,พุนพิน,สุราษฎร์ธานี,Surat Thani,แม่น้ำตาปี,ภาคใต้,South,R
SWR015,สำนักงานเกษตรอำเภอบางสะพาน,11.2418448,99.4810816,กำเนิดนพคุณ,บางสะพาน,ประจวบคีรีขันธ์,Prachuap Khiri Khan,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,Central,R
SWR037,รร.ผังปาล์ม 4,7.0223552,99.9309312,ปาล์มพัฒนา,มะนัง,สตูล,Satun,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,R
SWR033,ทม.พัทลุง,7.6182808,100.07376,คูหาสวรรค์,เมืองพัทลุง,พัทลุง,Phatthalung,ทะเลสาบสงขลา,ภาคใต้,South,R
PCH003,ท่ายาง,12.8135392,99.7940224,กลัดหลวง,ท่ายาง,เพชรบุรี,Phetchaburi,แม่น้ำเพชรบุรี,ภาคกลาง,Central,W
STU003,มะนัง,6.9408056,99.8729024,นิคมพัฒนา,มะนัง,สตูล,Satun,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,W
TNG004,ปะเหลียน,7.3720032,99.6772736,ท่าพญา,ปะเหลียน,ตรัง,Trang,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,W
SWR031,รพสต.บ้านเขาปู่,7.7095224,99.8380416,เขาปู่,ศรีบรรพต,พัทลุง,Phatthalung,ทะเลสาบสงขลา,ภาคใต้,South,R
TNG006,รัษฎา,7.9640744,99.5977856,ควนเมา,รัษฎา,ตรัง,Trang,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,W
NKO003,ถ้ำพรรณรา,8.3912104,99.3951872,ถ้ำพรรณรา,ถ้ำพรรณรา,นครศรีธรรมราช,Nakhon Si Thammarat,แม่น้ำตาปี,ภาคใต้,South,W
NKO004,ทุ่งใหญ่,8.4145472,99.249792,บางรูป,ทุ่งใหญ่,นครศรีธรรมราช,Nakhon Si Thammarat,แม่น้ำตาปี,ภาคใต้,South,W
SWR036,มัสยิดกาวมินมูฮายีริน,7.0885048,100.0020416,ปาล์มพัฒนา,มะนัง,สตูล,Satun,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,R
TNG003,คลองนางน้อย,7.5680376,99.6511232,นาโยงใต้,เมืองตรัง,ตรัง,Trang,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,W
SWR038,มูศ๊อลลา(มัสยิด)ชูฮาดา,6.9642552,100.0268416,ควนกาหลง,ควนกาหลง,สตูล,Satun,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,R
SWR029,รร.วัดควนสีนวล,7.5271344,99.7376,นาข้าวเสีย,นาโยง,ตรัง,Trang,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,R
STU002,ละงู,6.8857768,99.8043456,ละงู,ละงู,สตูล,Satun,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,W
SWR035,สนามทับทุ่ม บ้านวังนาใน หมู่ที่ 10,7.1356728,99.937344,น้ำผุด,ละงู,สตูล,Satun,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,R
SWR024,ทต.จันดี,8.3882344,99.5406656,จันดี,ฉวาง,นครศรีธรรมราช,Nakhon Si Thammarat,แม่น้ำตาปี,ภาคใต้,South,R
SWR034,รร.บ้านเหมืองตะกั่ว,7.2132752,100.0794112,หนองธง,ป่าบอน,พัทลุง,Phatthalung,ทะเลสาบสงขลา,ภาคใต้,South,R
SWR006,วัดคะเมยกาญจนผลาราม,13.0016592,99.5863424,แก่งกระจาน,แก่งกระจาน,เพชรบุรี,Phetchaburi,แม่น้ำเพชรบุรี,ภาคกลาง,Central,R
SWR026,รร.บ้านพูน,8.038284,99.6431296,กะปาง,ทุ่งสง,นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,R
SWR025,ฝายคลองท่าเลา,8.2325472,99.7077824,นาหลวงเสน,ทุ่งสง,นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,W
SWR002,รพสต.แก่นมะกรูด,15.1618496,99.2890112,แก่นมะกรูด,บ้านไร่,อุทัยธานี,Uthai Thani,แม่น้ำแม่กลอง,ภาคเหนือ,North,R
FOP024,รร.บ้านวาน้อย,17.6224864,103.9365312,วาใหญ่,อากาศอำนวย,สกลนคร,Sakon Nakhon,,ภาคตะวันออกเฉียงเหนือ,Northeast,R
FOP029,สะพานบ้านสวนปราง,9.0212784,99.6330432,คลองสระ,กาญจนดิษฐ์,สุราษฎร์ธานี,Surat Thani,,ภาคใต้,South,W
FOP010,อ่างเก็บน้ำห้วยยาง,18.9449,100.9552,ป่าแลวหลวง,สันติสุข,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,R
FOP012,รร.บ้านปางช้าง,18.8935088,101.022912,ป่าแลวหลวง,สันติสุข,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,R
FOP001,ชุมชนบ้านร้องแง,19.1748416,100.936384,วรนคร,ปัว,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,R
FOP049,หมู่บ้านปิยะมิตร 3,5.9342256,101.1087424,อัยเยอร์เวง,เบตง,ยะลา,Yala,,ภาคใต้,South,R
FOP048,ทะเลหมอก อัยเยอร์เวง,5.9985416,101.1765632,อัยเยอร์เวง,เบตง,ยะลา,Yala,,ภาคใต้,South,R
FOP016,ลำน้ำสานบ้านทุ่งยาวเหนือ,18.5118656,99.0772736,ศรีบัวบาน,เมืองลำพูน,ลำพูน,Lamphun,แม่น้ำปิง,ภาคเหนือ,North,W
FOP054,สะพานแม่น้ำลาว,19.108192,99.455232,แม่เจดีย์ใหม่,เวียงป่าเป้า,เชียงราย,Chiang Rai,,ภาคเหนือ,North,W
FOP013,บ้านตอง,18.8466128,101.0288384,แม่จริม,แม่จริม,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,W
FOP017,บ้านหนองแดง,19.1310784,98.3179264,บ้านจันทร์,กัลยาณิวัฒนา,เชียงใหม่,Chiang Mai,,ภาคเหนือ,North,R
FOP050,รร.กองม่องทะ สาขาไล่โว่,15.30931,98.50981,ไล่โว่,สังขละบุรี,กาญจนบุรี,Kanchanaburi,,ภาคกลาง,Central,R
FOP059,ชุมชนตำบลคลองสระ (น้ำตกภูริน),8.9939544,99.658592,คลองสระ,กาญจนดิษฐ์,สุราษฎร์ธานี,Surat Thani,,ภาคใต้,South,R
FOP063,บ้านคลองมุย หมู่ที่ 13,9.2495,98.8598,ตะกุกเหนือ,วิภาวดี,สุราษฎร์ธานี,Surat Thani,,ภาคใต้,South,W
FOP027,พิพิธภัณฑ์ธรรมชาติจัดการน้ำชุมชนฯ บ้านปากซวด,8.900032,98.8035584,พะแสง,บ้านตาขุน,สุราษฎร์ธานี,Surat Thani,,ภาคใต้,South,R
FOP014,สะพานลำน้ำยาม,17.5948496,103.9694656,อากาศ,อากาศอำนวย,สกลนคร,Sakon Nakhon,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,W
FOP061,บ้านคลองวาย หมู่ที่ 7,9.3685312,98.8674624,ตะกุกเหนือ,วิภาวดี,สุราษฎร์ธานี,Surat Thani,,ภาคใต้,South,W
FOP062,บ้านคลองใส หมู่ที่ 8,9.3146824,98.8898496,ตะกุกเหนือ,วิภาวดี,สุราษฎร์ธานี,Surat Thani,,ภาคใต้,South,W
FOP028,สะพานทางเข้าชุมชนบ้านปากซวด,8.889676,98.8203136,พะแสง,บ้านตาขุน,สุราษฎร์ธานี,Surat Thani,,ภาคใต้,South,W
FOP025,สะพานบางไตประชาบริรักษ์,9.282496,98.8769472,ตะกุกเหนือ,วิภาวดี,สุราษฎร์ธานี,Surat Thani,,ภาคใต้,South,W
FOP043,คลองปะแต,6.4125832,101.138912,ปะแต,ยะหา,ยะลา,Yala,,ภาคใต้,South,W
FOP044,เทศบาลตำบลปะแต,6.413974,101.13616,ปะแต,ยะหา,ยะลา,Yala,,ภาคใต้,South,R
FOP035,สะพานข้ามคลองวังเคียน,7.9545928,99.8964032,วังอ่าง,ชะอวด,นครศรีธรรมราช,Nakhon Si Thammarat,,ภาคใต้,South,W
FOP036,สะพานห้วยน้ำใส,7.8895728,99.87424,เกาะขันธ์,ชะอวด,นครศรีธรรมราช,Nakhon Si Thammarat,,ภาคใต้,South,W
FOP060,ชุมชนตำบลเกาะขันธ์ (บ้านน้ำตก),7.9637808,99.7775872,เกาะขันธ์,ชะอวด,นครศรีธรรมราช,Nakhon Si Thammarat,,ภาคใต้,South,R
FOP037,สะพานข้ามคลองห้วยกรวด,7.8768224,99.93328,เกาะขันธ์,ชะอวด,นครศรีธรรมราช,Nakhon Si Thammarat,,ภาคใต้,South,W
FOP031,น้ำตกปลิว,8.1626944,99.7591296,ถ้ำใหญ่,ทุ่งสง,นครศรีธรรมราช,Nakhon Si Thammarat,,ภาคใต้,South,R
FOP033,ที่ทำการอุทยานแห่งชาติน้ำตกโยง,8.1723904,99.7412672,ถ้ำใหญ่,ทุ่งสง,นครศรีธรรมราช,Nakhon Si Thammarat,,ภาคใต้,South,R
FOP034,ฝายคลองเปิก,8.1939128,99.734848,ถ้ำใหญ่,ทุ่งสง,นครศรีธรรมราช,Nakhon Si Thammarat,,ภาคใต้,South,R
FOP040,คลองกาแลกูโบ หมู่ที่ 1,6.7385168,101.2521856,คลองใหม่,ยะรัง,ปัตตานี,Pattani,,ภาคใต้,South,W
FOP041,คลองสุหงาบารู หมู่ที่ 4,6.7370944,101.273088,คลองใหม่,ยะรัง,ปัตตานี,Pattani,,ภาคใต้,South,W
FOP023,รร.บ้านข้าวแป้ง,17.6892496,103.94656,วาใหญ่,อากาศอำนวย,สกลนคร,Sakon Nakhon,,ภาคตะวันออกเฉียงเหนือ,Northeast,R
FOP003,อุทยานแห่งชาติดอยภูคา,19.2039424,101.0776256,ภูคา,ปัว,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,R
FOP046,ศูนย์เรียนรู้ชุมชนบ้านนาซัว หมู่ที่ 2,6.2720092,101.1567296,ถ้ำทะลุ,บันนังสตา,ยะลา,Yala,,ภาคใต้,South,R
FOP056,คลองจอมแจ้ง,17.702368,100.0216832,แม่พูล,ลับแล,อุตรดิตถ์,Uttaradit,,ภาคเหนือ,North,W
FOP039,สะพานท่าสำเภา,7.7296144,100.1079616,ชัยบุรี,เมืองพัทลุง,พัทลุง,Phatthalung,,ภาคใต้,South,W
FOP038,สะพานบ้านแหลมโตนด,7.8175992,100.0475456,แหลมโตนด,ควนขนุน,พัทลุง,Phatthalung,,ภาคใต้,South,W
FOP026,สะพานคลองพาย,9.155656,98.8949952,น้ำหัก,คีรีรัฐนิคม,สุราษฎร์ธานี,Surat Thani,,ภาคใต้,South,W
FOP020,ประปาหมู่บ้านมหาราช,17.7214784,100.0180352,แม่พูล,ลับแล,อุตรดิตถ์,Uttaradit,,ภาคเหนือ,North,R
FOP042,องค์การบริหารส่วนตำบลตาชี,6.55514,101.106304,ตาชี,ยะหา,ยะลา,Yala,,ภาคใต้,South,R
FOP052,ห้วยแม่แจ่ม,19.073096,98.3067456,แจ่มหลวง,กัลยาณิวัฒนา,เชียงใหม่,Chiang Mai,,ภาคเหนือ,North,W
FOP018,บ้านขุนแม่ละอุปหมู่ที่ 3,19.040228,98.200279,แจ่มหลวง,กัลยาณิวัฒนา,เชียงใหม่,Chiang Mai,,ภาคเหนือ,North,R
FOP015,ลำน้ำกวงสะพานศรีดอนชัย,18.6532368,99.0644096,บ้านธิ,บ้านธิ,ลำพูน,Lamphun,แม่น้ำปิง,ภาคเหนือ,North,W
FOP021,น้ำตกแม่พูล,17.7283984,99.9781632,แม่พูล,ลับแล,อุตรดิตถ์,Uttaradit,,ภาคเหนือ,North,R
FOP058,บ้านใต้,8.1783304,99.703552,นาหลวงเสน,ทุ่งสง,นครศรีธรรมราช,Nakhon Si Thammarat,,ภาคใต้,South,W
FOP057,บ้านประดู่,8.2120152,99.7032832,นาหลวงเสน,ทุ่งสง,นครศรีธรรมราช,Nakhon Si Thammarat,,ภาคใต้,South,W
FOP032,ไร่ วงศ์ ทอง เมฆ ดี,8.0902648,99.7388352,ที่วัง,ทุ่งสง,นครศรีธรรมราช,Nakhon Si Thammarat,,ภาคใต้,South,R
FOP055,คลองกั้ง,17.71632,100.1241152,บ้านด่านนาขาม,เมืองอุตรดิตถ์,อุตรดิตถ์,Uttaradit,,ภาคเหนือ,North,W
FOP019,คลองสรอย วัดแม่ขมวก,17.7749616,99.4693824,สรอย,วังชิ้น,แพร่,Phrae,,ภาคเหนือ,North,W
FOP022,สะพานวัดมงคลร่วมใจ (บ้านวังสาร),16.6705056,100.327904,ท่าตาล,บางกระทุ่ม,พิษณุโลก,Phitsanulok,,ภาคเหนือ,North,W
FOP030,สะพานข้ามคลองหวาด,8.935932,99.6087424,คลองสระ,กาญจนดิษฐ์,สุราษฎร์ธานี,Surat Thani,,ภาคใต้,South,W
FOP053,ชุมชนแม่แดด,18.9626944,98.4124736,แม่แดด,กัลยาณิวัฒนา,เชียงใหม่,Chiang Mai,,ภาคเหนือ,North,R
FOP006,จุดชมวิว 1715,19.174776,101.1061056,ภูคา,ปัว,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,R
FOP009,รร.บ้านปางยาง,19.1356,100.9964,ภูคา,ปัว,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,R
FOP011,สะพานน้ำมวบ (บ้านภูแยง),18.9240448,100.9267136,ดู่พงษ์,สันติสุข,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,W
FOP005,ลำน้ำขว้าง (ฝายจ้าว),19.1801984,100.959072,ศิลาแลง,ปัว,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,W
FOP008,ลำน้ำกูน,19.1488368,100.9464064,ศิลาแลง,ปัว,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,W
FOP047,โรงเรียนนิคมสร้างตนเองพัฒนาภาคใต้ 1,6.3125324,101.3610496,ตลิ่งชัน,บันนังสตา,ยะลา,Yala,,ภาคใต้,South,R
FOP004,รร.พนาสวรรค์,19.1797648,101.0417472,ภูคา,ปัว,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,R
FOP007,บ้านผาเวียง,19.1577984,101.0250816,ภูคา,ปัว,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,R
FOP002,รร.ภูคาวิทยาคม,19.2280064,101.0626624,ภูคา,ปัว,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,R
VLGE32,รร. บ้านเพ็กเฟื้อย-ห้วยเตย,17.147376,102.332128,หนองหว้า,เมืองหนองบัวลำภู,หนองบัวลำภู,Nong Bua Lamphu,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,R
VLGE39,บ้านโนนศรีเจริญ,16.6162048,103.7173312,ยอดแกง,นามน,กาฬสินธุ์,Kalasin,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,R
VLGE49,ตำบลซับสมบูรณ์,15.6160368,101.0235072,ซับสมบูรณ์,วิเชียรบุรี,เพชรบูรณ์,Phetchabun,แม่น้ำป่าสัก,ภาคเหนือ,North,R
VLGE46,สถานีชุมชนป่าภูถ้ำ,15.8393088,102.4148032,แวงน้อย,แวงน้อย,ขอนแก่น,Khon Kaen,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,R
VLGE27,ชุมชนหนองใหญ่,14.57272,103.4731264,หนองใหญ่,ปราสาท,สุรินทร์,Surin,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
VLGE01,อบต.ตลาดไทร,15.1816016,102.8444416,ตลาดไทร,ชุมพวง,นครราชสีมา,Nakhon Ratchasima,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
VLGE14,ชุมชนบ้านตูม,15.4189504,104.3419136,กุดน้ำใส,ค้อวัง,ยโสธร,Yasothon,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,R
VLGE43,ชุมชนจุมจัง,16.4307424,104.073184,จุมจัง,กุฉินารายณ์,กาฬสินธุ์,Kalasin,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,W
VLGE13,ชุมแสงสงคราม,16.858552,100.0596416,ชุมแสงสงคราม,บางระกำ,พิษณุโลก,Phitsanulok,แม่น้ำยม,ภาคเหนือ,North,W
VLGE37,ตาดโตน,15.8730224,102.0162816,นาฝาย,เมืองชัยภูมิ,ชัยภูมิ,Chaiyaphum,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,R
VLGE07,บ้านโคกพลวง,14.5923328,102.6677184,หนองโบสถ์,นางรอง,บุรีรัมย์,Buriram,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
VLGE29,ชุมชนบ้านท่าด่าน,6.8347224,101.2004096,ดอนรัก,หนองจิก,ปัตตานี,Pattani,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,W
VLGE21,ชุมชนโกรกประดู่,14.9352432,102.8886016,โคกกลาง,ลำปลายมาศ,บุรีรัมย์,Buriram,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
VLGE02,บ้านผาชัน,15.7557088,105.49456,สำโรง,โพธิ์ไทร,อุบลราชธานี,Ubon Ratchathani,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,R
VLGE42,ชุมชนบ้านควน 2,6.5763316,101.1991296,พร่อน,เมืองยะลา,ยะลา,Yala,แม่น้ำปัตตานี,ภาคใต้,South,W
VLGE41,ชุมชนบ้านควน 1,6.5769192,101.1694912,พร่อน,เมืองยะลา,ยะลา,Yala,แม่น้ำปัตตานี,ภาคใต้,South,W
VLGE34,ชุมชนบ้านบุ่งคล้า,18.2948608,103.99488,บุ่งคล้า,บุ่งคล้า,บึงกาฬ,Bueng Kan,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,R
VLGE20,ศาลาดิน,13.8077936,100.2741504,มหาสวัสดิ์,พุทธมณฑล,นครปฐม,Nakhon Pathom,แม่น้ำท่าจีน,ภาคกลาง,Central,W
VLGE30,บ้านหนองตาจอน,13.4338736,99.6701952,ทุ่งหลวง,ปากท่อ,ราชบุรี,Ratchaburi,แม่น้ำเพชรบุรี,ภาคกลาง,Central,R
VLGE17,รร.ปะทิววิทยา,10.7080184,99.3227456,บางสน,ปะทิว,ชุมพร,Chumphon,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,R
VLGE33,ชุมชนบ้านโคกพะยอม,6.8187432,99.809344,ละงู,ละงู,สตูล,Satun,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,R
VLGE03,เปร็ดใน,12.142016,102.5297856,ห้วงน้ำขาว,เมืองตราด,ตราด,Trat,ชายฝั่งทะเลตะวันออก,ภาคกลาง,Central,R
VLGE26,ชุมชนประแส,12.71646,101.70416,ปากน้ำกระแส,แกลง,ระยอง,Rayong,ชายฝั่งทะเลตะวันออก,ภาคกลาง,Central,W
VLGE47,วัดบางแตน,13.9024304,101.168,บางแตน,บ้านสร้าง,ปราจีนบุรี,Prachinburi,แม่น้ำปราจีนบุรี,ภาคกลาง,Central,W
VLGE50,อบต.นาแขม,14.0425856,101.7205056,นาแขม,กบินทร์บุรี,ปราจีนบุรี,Prachinburi,แม่น้ำปราจีนบุรี,ภาคกลาง,Central,R
VLGE35,ชุมชนบ้านเหมือง,5.9237752,101.125984,อัยเยอร์เวง,เบตง,ยะลา,Yala,แม่น้ำปัตตานี,ภาคใต้,South,R
VLGE04,ป่าสักงาม,18.9926384,99.1281216,ลวงเหนือ,ดอยสะเก็ด,เชียงใหม่,Chiang Mai,แม่น้ำปิง,ภาคเหนือ,North,R
VLGE31,ชุมชนม่วงชุม,20.1010944,100.4039936,ครึ่ง,เชียงของ,เชียงราย,Chiang Rai,แม่น้ำโขง,ภาคเหนือ,North,R
VLGE25,แม่หาด,18.4600544,98.650944,บ้านหลวง,จอมทอง,เชียงใหม่,Chiang Mai,แม่น้ำปิง,ภาคเหนือ,North,R
VLGE12,นครป่าหมาก,16.6233456,100.3691904,นครป่าหมาก,บางกระทุ่ม,พิษณุโลก,Phitsanulok,แม่น้ำน่าน,ภาคเหนือ,North,W
VLGE06,ชุมชนบ้านแม่ละอุป,19.0012256,98.2711232,แจ่มหลวง,	แม่แจ่ม,เชียงใหม่,Chiang Mai,แม่น้ำปิง,ภาคเหนือ	,,R
VLGE19,วัดบ้านดงผาปูน,19.073072,101.198912,บ่อเกลือใต้,บ่อเกลือ,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,R
VLGE45,พิพิธภัณฑ์ธรรมชาติบ้านห้วยปลาหลด,16.7837488,98.8948416,ด่านแม่ละเมา,แม่สอด,ตาก,Tak,แม่น้ำสาละวิน,ภาคเหนือ,North,R
VLGE22,ศูนย์พัฒนาโครงการหลวงห้วยโป่ง,19.128776,99.439968,แม่เจดีย์ใหม่,เวียงป่าเป้า,เชียงราย,Chiang Rai,แม่น้ำกก,ภาคเหนือ,North,R
VLGE11,ชุมชนบ้านห้วยทราย,19.3399744,99.217312,เขื่อนผาก,พร้าว,เชียงใหม่,Chiang Mai,แม่น้ำปิง,ภาคเหนือ,North,R
VLGE28,ชุมชนแม่ตาลน้อย,18.4151984,99.2646784,เวียงตาล,ห้างฉัตร,ลำปาง,Lampang,แม่น้ำวัง,ภาคเหนือ,North,R
VLGE36,ชุมชนห้วยไร่,17.8857776,100.0416,ห้วยไร่,เด่นชัย,แพร่,Phrae,แม่น้ำยม,ภาคเหนือ,North,W
VLGE08,อบต.โนนขวาง,15.1807856,103.157472,โนนขวาง,บ้านด่าน,บุรีรัมย์,Buriram,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
VLGE15,ชุมชนหนองปิ้งไก่,16.4347792,99.3673472,นาบ่อคำ,เมืองกำแพงเพชร,กำแพงเพชร,Kamphaeng Phet,แม่น้ำปิง,ภาคเหนือ,North,R
VLGE24,วัดพิเสกประดิษฐิ์,15.9165104,102.5362624,ใหม่นาเพียง,แวงใหญ่,ขอนแก่น,Khon Kaen,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,R
VLGE44,อ่างฯหนองกุดใหญ่,14.8589904,103.361184,หนองเต็ง,กระสัง,บุรีรัมย์,Buriram,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
VLGE40,บ้านทับคริสต์,8.7258328,98.8209856,คลองชะอุ่น,พนม,สุราษฎร์ธานี,Surat Thani,แม่น้ำตาปี,ภาคใต้,South,W
VLGE09,ชุมชนบ้านทับคริสต์,8.7504008,98.8019456,คลองชะอุ่น,พนม,สุราษฎร์ธานี,Surat Thani,แม่น้ำตาปี,ภาคใต้,South,R
VLGE16,ชุมชนลีเล็ด,9.191764,99.2538752,ลีเล็ด,พุนพิน,สุราษฎร์ธานี,Surat Thani,แม่น้ำตาปี,ภาคใต้,South,W
TBW028,บ้านโพธิ์ชัยทอง,17.599704,103.9808896,อากาศ,อากาศอำนวย,สกลนคร,Sakon Nakhon,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,W
TBW021,สะพานมิตรภาพรับร่อ-หินแก้ว,10.6074752,99.095392,รับร่อ,ท่าแซะ,ชุมพร,Chumphon,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,W
TBR012,อบต.บ้านหนองตางู,16.1249984,100.0577472,หนองตางู,บรรพตพิสัย,นครสวรรค์,Nakhon Sawan,แม่น้ำน่าน,ภาคเหนือ,North,R
TBW008,ฝ่ายส่งน้ำและบำรุงรักษาที่ 2,18.883576,99.0811584,เมืองเล็น,สันทราย,เชียงใหม่,Chiang Mai,แม่น้ำปิง,ภาคเหนือ,North,W
TBW029,ลำน้ำยัง,16.3205552,104.022464,แวง,โพนทอง,ร้อยเอ็ด,Roi Et,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,W
TBR014,อบต.นาโป่ง,17.6442256,99.16272,นาโป่ง,เถิน,ลำปาง,Lampang,แม่น้ำวัง,ภาคเหนือ,North,R
TBR011,อบต.เวียงตาล,18.311392,99.3252352,เวียงตาล,ห้างฉัตร,ลำปาง,Lampang,แม่น้ำวัง,ภาคเหนือ,North,R
TB0005,อบต.เจริญธรรม,14.3781056,101.0001856,เจริญธรรม,วิหารแดง,สระบุรี,Saraburi,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,R
TBW009,อ่างเก็บน้ำแม่เกี๋ยง,18.4327824,99.498272,บ้านเอื้อม,เมืองลำปาง,ลำปาง,Lampang,แม่น้ำวัง,ภาคเหนือ,North,W
TBW025,คลองปาว,16.259256,103.6904384,เหล่าอ้อย,ร่องคำ,กาฬสินธุ์,Kalasin,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,W
