code,name,lat,long,tambon,amphoe,province,basin,region,station_type
NKYG  ,ทต.หนองขาหย่าง,15.3622016,99.9383872,หนองขาหย่าง,หนองขาหย่าง,อุทัยธานี,แม่น้ำสะแกกรัง,ภาคเหนือ,R
BARI  ,ศูนย์อปพร. อบต.บ้านไร่,15.0826576,99.5193600,บ้านไร่,บ้านไร่,อุทัยธานี,แม่น้ำท่าจีน,ภาคเหนือ,R
HNRE  ,อบต.ท่ากระดาน,13.6693232,101.5921024,ท่ากระดาน,สนามชัยเขต,ฉะเชิงเทรา,แม่น้ำบางปะกง,ภาคกลาง,R
HIKT  ,อบต.ห้วยคต,15.3036432,99.6097152,ห้วยคต,ห้วยคต,อุทัยธานี,แม่น้ำท่าจีน,ภาคเหนือ,R
BGBO  ,ทต.เกาะช้าง,12.1034464,102.3520256,เกาะช้าง,เกาะช้าง,ตราด,ชายฝั่งทะเลตะวันออก,ภาคกลาง,R
BSCL  ,อบต.ศรีจุฬา,14.0700576,101.1379456,ศรีจุฬา,เมืองนครนายก,นครนายก,แม่น้ำบางปะกง,ภาคกลาง,R
WRRS  ,อบต.ศรีกะอาง,14.2779856,101.1287872,ศรีกะอาง,บ้านนา,นครนายก,แม่น้ำบางปะกง,ภาคกลาง,R
KMSI  ,อบต.กะลาเส,7.7039368,99.3180800,กะลาเส,สิเกา,ตรัง,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
BBWN  ,อบต.บางวัน,9.0856440,98.4433664,บางวัน,คุระบุรี,พังงา,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
PNCR  ,อบต.ป่าแฝก,18.0630784,103.7363840,ป่าแฝก,พรเจริญ,บึงกาฬ,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,R
NOKW  ,อบต.หนองพันทา,18.1073360,103.4131264,หนองพันทา,โซ่พิสัย,บึงกาฬ,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,R
HKNL  ,ทต.หนองเลิง,18.3391888,103.3977152,หนองเลิง,บึงกาฬ,บึงกาฬ,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,R
BHPK  ,วัดบ้านน้ำเย็น,14.6153504,104.6497216,เมือง,กันทรลักษ์,ศรีสะเกษ,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
NOPU  ,อบต.สุขสวัสดิ์,14.8642560,104.3506880,สุขสวัสดิ์,ไพรบึง,ศรีสะเกษ,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
BNLG  ,อบต.ขะยูง,15.1219392,104.2413696,ขะยูง,อุทุมพรพิสัย,ศรีสะเกษ,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
BUSW  ,อบต.บึงกาฬ,18.3647280,103.6541312,บึงกาฬ,บึงกาฬ,บึงกาฬ,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,R
TTLG  ,อบต.ทับปุด,8.5032840,98.6302272,ทับปุด,ทับปุด,พังงา,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
BNMK  ,อบต.สวาท,16.1897488,104.5163712,สวาท,เลิงนกทา,ยโสธร,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
BHRA  ,อบต.ขี้เหล็ก,15.3423136,104.8215680,ขี้เหล็ก,เมืองอุบลราชธานี,อุบลราชธานี,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
NAPK  ,อบต.นาโพธิ์กลาง,15.5602944,105.5019136,นาโพธิ์กลาง,โขงเจียม,อุบลราชธานี,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,R
SKPG  ,รร.อนุบาล ทต.สันกำแพง,18.7528976,99.1274304,สันกำแพง,สันกำแพง,เชียงใหม่,แม่น้ำปิง,ภาคเหนือ,R
NGPH  ,ทต.หนองผือ,15.9776688,105.0339520,หนองผือ,เขมราฐ,อุบลราชธานี,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,R
UDMS  ,อบต.อุดมทรัพย์,14.5379248,101.9693440,อุดมทรัพย์,วังน้ำเขียว,นครราชสีมา,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
NANG  ,อบต.คลองหิน,8.2841744,98.7970816,คลองหิน,อ่าวลึก,กระบี่,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
BKUG  ,อบต.ตะคุ,14.7292544,101.9873280,ตะคุ,ปักธงชัย,นครราชสีมา,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
PANG  ,อบต.ปากพนังฝั่งตะวันออก,8.3881904,100.2318400,ปากพนังฝั่งตะวันออก,ปากพนัง,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันออก,ภาคใต้,R
BTGH  ,อบต.ยะรม,5.7758872,101.0924416,ยะรม,เบตง,ยะลา,แม่น้ำปัตตานี,ภาคใต้,R
WGHG  ,อบต.เปียงหลวง,19.6492384,98.6348352,เปียงหลวง,เวียงแหง,เชียงใหม่,แม่น้ำปิง,ภาคเหนือ,R
BMDG  ,อบต.นากะซะ,8.4269408,99.4459072,นากะชะ,ฉวาง,นครศรีธรรมราช,แม่น้ำตาปี,ภาคใต้,R
CHPA  ,อบต.จอมพระ,15.1137952,103.6103936,จอมพระ,จอมพระ,สุรินทร์,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
BJAN  ,อบต.บ้านจารย์,14.5665248,103.7427712,บ้านจารย์,สังขะ,สุรินทร์,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
NPCT  ,อบต.พิจิตร,6.9883152,100.5715712,พิจิตร,นาหม่อม,สงขลา,ทะเลสาบสงขลา,ภาคใต้,R
ACRU  ,ทต.ไก่คำ,15.7880928,104.6421952,ไก่คำ,เมืองอำนาจเจริญ,อำนาจเจริญ,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
BNYM  ,อบต.นายม,15.8618880,104.5155584,นายม,เมืองอำนาจเจริญ,อำนาจเจริญ,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
PTYS  ,อบต.หนองกุงธนสาร,16.6387040,102.4205952,หนองกุงธนสาร,ภูเวียง,ขอนแก่น,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,R
NKSG  ,อบต.ด่านจาก,15.1655664,102.0877184,ด่านจาก,โนนไทย,นครราชสีมา,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
CBUR  ,อบต.ชัยบุรี,8.4506608,99.0830720,ชัยบุรี,ชัยบุรี,สุราษฎร์ธานี,แม่น้ำตาปี,ภาคใต้,R
BDGN  ,ทม.บ้านดุง,17.7045376,103.2637440,ศรีสุทโธ,บ้านดุง,อุดรธานี,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,R
PPTC  ,อบต.โพธิ์ประทับช้าง,16.3106624,100.2953536,โพธิ์ประทับช้าง,โพธิ์ประทับช้าง,พิจิตร,แม่น้ำยม,ภาคเหนือ,R
BDWN  ,อบต.ดอนหว่าน,16.0081456,103.3190720,ดอนหว่าน,เมืองมหาสารคาม,มหาสารคาม,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,R
CPON  ,ทต.ชุมพร,16.3682256,104.0578496,ชุมพร,เมยวดี,ร้อยเอ็ด,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,R
TPPN  ,ทม.ท่าข้าม,9.1060512,99.2328064,ท่าข้าม,พุนพิน,สุราษฎร์ธานี,แม่น้ำตาปี,ภาคใต้,R
BSBA  ,อบต.ควนสุบรรณ,8.8815272,99.3822656,ลำพูน,บ้านนาสาร,สุราษฎร์ธานี,แม่น้ำตาปี,ภาคใต้,R
TSDO  ,ทม.สะเดา,6.6383520,100.4247552,สะเดา,สะเดา,สงขลา,ทะเลสาบสงขลา,ภาคใต้,R
BAKI  ,ทต.โคกสี,17.6160608,103.4270784,โคกสี,สว่างแดนดิน,สกลนคร,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,R
MKTR  ,ทต.กันทรารมย์,15.1052640,104.5686784,ดูน,กันทรารมย์,ศรีสะเกษ,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
BTUD  ,อบต.ตาอุด,14.6667376,104.2731904,ตาอุด,ขุขันธ์,ศรีสะเกษ,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
LGTI  ,อบต.บ้านแหง,18.7633824,100.0087616,บ้านแหง,งาว,ลำปาง,แม่น้ำยม,ภาคเหนือ,R
BMOD  ,เทศบาลตำบลเหนือ,16.4253008,103.5596800,เหนือ,เมืองกาฬสินธุ์,กาฬสินธุ์,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,R
NYUN  ,ทต.น้ำยืน,14.4996192,104.9980416,สีวิเชียร,น้ำยืน,อุบลราชธานี,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
NGCH  ,อบต.โบสถ์,15.2785008,102.6390656,โบสถ์,พิมาย,นครราชสีมา,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
BSDE  ,ทต.ไชยมงคล,14.8375824,102.0688384,ไชยมงคล,เมืองนครราชสีมา,นครราชสีมา,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
HYOD  ,ทต.ห้วยยอด,7.7892080,99.6334336,ห้วยยอด,ห้วยยอด,ตรัง,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
WNKH  ,อบต.วังน้ำเขียว,14.3744608,101.8651520,วังน้ำเขียว,วังน้ำเขียว,นครราชสีมา,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
BSUM  ,อบต.สัมฤทธิ์,15.2120736,102.4461440,สัมฤทธิ์,พิมาย,นครราชสีมา,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
BNKP  ,อบต.หนองกง,14.6946304,102.8883200,หนองกง,นางรอง,บุรีรัมย์,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
CHNA  ,อบต.สินปุน,8.2522328,99.2744384,สินปุน,เขาพนม,กระบี่,แม่น้ำตาปี,ภาคใต้,R
NNKO  ,อบต.โนนกอก,16.1992384,101.9323840,โนนกอก,เกษตรสมบูรณ์,ชัยภูมิ,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,R
