code,name,lat,long,tambon,amphoe,province,basin,region,station_type
WEI121,เหนือฝายยางบ้านตะลุง,15.2934304,103.5404864,หนองเรือ,ชุมพลบุรี,สุรินทร์,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,W
WEI132,ท้ายฝายยางบ้านเขว้า,15.4110096,103.1037184,ปะเคียบ,คูเมือง,บุรีรัมย์,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,W
WEI141,เหนือฝายชุมพวง,15.3865808,102.7188032,ชุมพวง,ชุมพวง,นครราชสีมา,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,W
WEI062,ท้ายฝายวังยาง,16.2001728,103.4735296,ลำชี,ฆ้องชัย,กาฬสินธุ์,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,W
WEI021,เหนือฝายยางแก้งสนามนาง,15.7906240,102.3044416,โนนสำราญ,แก้งสนามนาง,นครราชสีมา,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,W
WEI022,ท้ายฝายยางแก้งสนามนาง,15.7911760,102.3051840,โนนสำราญ,แก้งสนามนาง,นครราชสีมา,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,W
WEI151,เหนือฝายพิมาย,15.2277984,102.5015680,ในเมือง,พิมาย,นครราชสีมา,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,W
WEI051,เหนือฝายมหาสารคาม,16.3691248,102.9476032,หนองบัว,โกสุมพิสัย,มหาสารคาม,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,W
WEI052,ท้ายฝายมหาสารคาม,16.3659760,102.9497536,หนองบัว,โกสุมพิสัย,มหาสารคาม,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,W
WEI101,เหนือฝายหัวนา,15.1349760,104.7020800,หนองแก้ว,กันทรารมย์,ศรีสะเกษ,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,W
WEI061,เหนือฝายวังยาง,16.1994240,103.4729600,ลำชี,ฆ้องชัย,กาฬสินธุ์,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,W
WEI102,ท้ายฝายหัวนา,15.1344256,104.7028800,หนองแก้ว,กันทรารมย์,ศรีสะเกษ,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,W
SKG003,สะพานต้นน้ำ (เกาะแก้ว-ตลิ่งสูง),15.9145904,99.4193984,ปางมะค่า,ขาณุวรลักษบุรี,กำแพงเพชร,แม่น้ำสะแกกรัง,ภาคเหนือ,W
SKG007,คลองกลาง,15.7832336,99.6532480,ศาลเจ้าไก่ต่อ,ลาดยาว,นครสวรรค์,แม่น้ำสะแกกรัง,ภาคเหนือ,W
SKG008,หน่วยพิทักษ์ อช.แม่วงก์ที่ 4 (แม่เรวา),15.9124896,99.3274432,แม่เล่ย์,แม่วงก์,นครสวรรค์,แม่น้ำสะแกกรัง,ภาคเหนือ,R
SKG005,สะพานแม่วงก์,15.9017600,99.4704640,ปางมะค่า,ขาณุวรลักษบุรี,กำแพงเพชร,แม่น้ำสะแกกรัง,ภาคเหนือ,W
SKG004,สะพานแม่เล่ย์,15.8417728,99.4180736,แม่เล่ย์,แม่วงก์,นครสวรรค์,แม่น้ำสะแกกรัง,ภาคเหนือ,W
SWR019,รร.บ้านช้างเชื่อ,8.7443984,98.4895040,เหล,กะปง,พังงา,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
SWR022,รพ.สต.เวียงสระ,8.6559344,99.2993664,เวียงสระ,เวียงสระ,สุราษฎร์ธานี,แม่น้ำตาปี,ภาคใต้,R
SWR007,อบต.พุสวรรค์,13.0064032,99.7397504,พุสวรรค์,แก่งกระจาน,เพชรบุรี,แม่น้ำเพชรบุรี,ภาคกลาง,R
SWR018,รร.บ้านท่าหัน,8.8291352,98.4920000,รมณีย์,กะปง,พังงา,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
BSP002,คลองขนาน,11.2404440,99.4352384,ร่อนทอง,บางสะพาน,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,W
SWR008,รร.ตชด. นเรศวรบ้านห้วยโสก,12.6601032,99.5386880,ป่าเด็ง,แก่งกระจาน,เพชรบุรี,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,R
SWR004,รพสต.บ้านทุ่งเสือโทน,14.95880,98.90890,ชะแล,ทองผาภูมิ,กาญจนบุรี,แม่น้ำท่าจีน,ภาคกลาง,R
SWR027,อบต.อ่าวตง,7.8557472,99.3844096,อ่าวตง,วังวิเศษ,ตรัง,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
SWR023,ทต.ปลายพระยา,8.5328400,98.8640704,ปลายพระยา,ปลายพระยา,กระบี่,แม่น้ำตาปี,ภาคใต้,R
SWR013,รร.บ้านดงไม้งาม,11.3158992,99.4663936,ชัยเกษม,บางสะพาน,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,R
SWR032,รพสต.บ้านลำกะ,7.5837880,99.9716352,ชุมพล,ศรีนครินทร์,พัทลุง,ทะเลสาบสงขลา,ภาคใต้,R
KRN004,ลิ่นถิ่น,14.5355664,98.7876864,ไทรโยค,ไทรโยค,กาญจนบุรี,แม่น้ำแม่กลอง,ภาคกลาง,W
SWR016,ศาลากลางหมู่บ้านในล๊อค,11.1810352,99.3554112,ทองมงคล,บางสะพาน,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,R
SWR003,อบต.วังยาว,14.8901904,99.3775296,วังยาว,ด่านช้าง,สุพรรณบุรี,แม่น้ำแม่กลอง,ภาคกลาง,R
SWR020,ศูนย์พัฒนาเด็กเล็ก อบต.ท่านา,8.6784608,98.4166656,ท่านา,กะปง,พังงา,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
SWR014,น้ำตกไทรคู่,11.2480704,99.3355264,ทองมงคล,บางสะพาน,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,R
SWR030,รร.บ้านลำปลอกเหนือ,7.3550992,99.8145472,ในควน,ย่านตาขาว,ตรัง,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
TNG005,วังวิเศษ,7.6689224,99.4594112,เขาวิเศษ,วังวิเศษ,ตรัง,ภาคใต้ฝั่งตะวันตก,ภาคใต้,W
SWR028,รร.บ้านหนองคล้า,7.6185304,99.4490880,เขาวิเศษ,วังวิเศษ,ตรัง,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
SWR012,ประปาหมู่บ้านคลองเพลิน,11.3201080,99.3944064,ร่อนทอง,บางสะพาน,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,R
SWR010,ที่ว่าการอำเภอหัวหิน,12.5297160,99.8811264,ทับใต้,หัวหิน,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,R
STU004,ควนกาหลง,6.9283776,99.9360320,อุใดเจริญ,ควนกาหลง,สตูล,ภาคใต้ฝั่งตะวันตก,ภาคใต้,W
PRN002,หัวหิน,12.5084952,99.8420032,ทับใต้,หัวหิน,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,W
SWR011,ศาลากลางหมู่บ้านแพรกตะลุย,12.32247,99.62341,เขาจ้าว,ปราณบุรี,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,R
TPI006,พระแสง,8.5374880,99.1809600,ไทรขึง,พระแสง,สุราษฎร์ธานี,แม่น้ำตาปี,ภาคใต้,W
SWR021,อบต.ตะปาน,8.8667120,99.1469440,ตะปาน,พุนพิน,สุราษฎร์ธานี,แม่น้ำตาปี,ภาคใต้,R
SWR015,สำนักงานเกษตรอำเภอบางสะพาน,11.2418448,99.4810816,กำเนิดนพคุณ,บางสะพาน,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,R
SWR037,รร.ผังปาล์ม 4,7.0223552,99.9309312,ปาล์มพัฒนา,มะนัง,สตูล,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
SWR033,ทม.พัทลุง,7.6182808,100.0737600,คูหาสวรรค์,เมืองพัทลุง,พัทลุง,ทะเลสาบสงขลา,ภาคใต้,R
PCH003,ท่ายาง,12.8135392,99.7940224,กลัดหลวง,ท่ายาง,เพชรบุรี,แม่น้ำเพชรบุรี,ภาคกลาง,W
STU003,มะนัง,6.9408056,99.8729024,นิคมพัฒนา,มะนัง,สตูล,ภาคใต้ฝั่งตะวันตก,ภาคใต้,W
TNG004,ปะเหลียน,7.3720032,99.6772736,ท่าพญา,ปะเหลียน,ตรัง,ภาคใต้ฝั่งตะวันตก,ภาคใต้,W
SWR031,รพสต.บ้านเขาปู่,7.7095224,99.8380416,เขาปู่,ศรีบรรพต,พัทลุง,ทะเลสาบสงขลา,ภาคใต้,R
TNG006,รัษฎา,7.9640744,99.5977856,ควนเมา,รัษฎา,ตรัง,ภาคใต้ฝั่งตะวันตก,ภาคใต้,W
NKO003,ถ้ำพรรณรา,8.3912104,99.3951872,ถ้ำพรรณรา,ถ้ำพรรณรา,นครศรีธรรมราช,แม่น้ำตาปี,ภาคใต้,W
NKO004,ทุ่งใหญ่,8.4145472,99.2497920,บางรูป,ทุ่งใหญ่,นครศรีธรรมราช,แม่น้ำตาปี,ภาคใต้,W
SWR036,มัสยิดกาวมินมูฮายีริน,7.0885048,100.0020416,ปาล์มพัฒนา,มะนัง,สตูล,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
TNG003,คลองนางน้อย,7.5680376,99.6511232,นาโยงใต้,เมืองตรัง,ตรัง,ภาคใต้ฝั่งตะวันตก,ภาคใต้,W
SWR038,มูศ๊อลลา(มัสยิด)ชูฮาดา,6.9642552,100.0268416,ควนกาหลง,ควนกาหลง,สตูล,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
SWR029,รร.วัดควนสีนวล,7.5271344,99.7376000,นาข้าวเสีย,นาโยง,ตรัง,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
STU002,ละงู,6.8857768,99.8043456,ละงู,ละงู,สตูล,ภาคใต้ฝั่งตะวันตก,ภาคใต้,W
SWR035,สนามทับทุ่ม บ้านวังนาใน หมู่ที่ 10,7.1356728,99.9373440,น้ำผุด,ละงู,สตูล,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
SWR024,ทต.จันดี,8.3882344,99.5406656,จันดี,ฉวาง,นครศรีธรรมราช,แม่น้ำตาปี,ภาคใต้,R
SWR034,รร.บ้านเหมืองตะกั่ว,7.2132752,100.0794112,หนองธง,ป่าบอน,พัทลุง,ทะเลสาบสงขลา,ภาคใต้,R
SWR006,วัดคะเมยกาญจนผลาราม,13.0016592,99.5863424,แก่งกระจาน,แก่งกระจาน,เพชรบุรี,แม่น้ำเพชรบุรี,ภาคกลาง,R
SWR026,รร.บ้านพูน,8.0382840,99.6431296,กะปาง,ทุ่งสง,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
SWR025,ฝายคลองท่าเลา,8.2325472,99.7077824,นาหลวงเสน,ทุ่งสง,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันตก,ภาคใต้,W
SWR002,รพสต.แก่นมะกรูด,15.1618496,99.2890112,แก่นมะกรูด,บ้านไร่,อุทัยธานี,แม่น้ำแม่กลอง,ภาคเหนือ,R
FOP024,รร.บ้านวาน้อย,17.6224864,103.9365312,วาใหญ่,อากาศอำนวย,สกลนคร,,ภาคตะวันออกเฉียงเหนือ,R
FOP029,สะพานบ้านสวนปราง,9.0212784,99.6330432,คลองสระ,กาญจนดิษฐ์,สุราษฎร์ธานี,,ภาคใต้,W
FOP010,อ่างเก็บน้ำห้วยยาง,18.94490,100.95520,ป่าแลวหลวง,สันติสุข,น่าน,แม่น้ำน่าน,ภาคเหนือ,R
FOP012,รร.บ้านปางช้าง,18.8935088,101.0229120,ป่าแลวหลวง,สันติสุข,น่าน,แม่น้ำน่าน,ภาคเหนือ,R
FOP001,ชุมชนบ้านร้องแง,19.1748416,100.9363840,วรนคร,ปัว,น่าน,แม่น้ำน่าน,ภาคเหนือ,R
FOP049,หมู่บ้านปิยะมิตร 3,5.9342256,101.1087424,อัยเยอร์เวง,เบตง,ยะลา,,ภาคใต้,R
FOP048,ทะเลหมอก อัยเยอร์เวง,5.9985416,101.1765632,อัยเยอร์เวง,เบตง,ยะลา,,ภาคใต้,R
FOP016,ลำน้ำสานบ้านทุ่งยาวเหนือ,18.5118656,99.0772736,ศรีบัวบาน,เมืองลำพูน,ลำพูน,แม่น้ำปิง,ภาคเหนือ,W
FOP054,สะพานแม่น้ำลาว,19.1081920,99.4552320,แม่เจดีย์ใหม่,เวียงป่าเป้า,เชียงราย,,ภาคเหนือ,W
FOP013,บ้านตอง,18.8466128,101.0288384,แม่จริม,แม่จริม,น่าน,แม่น้ำน่าน,ภาคเหนือ,W
FOP017,บ้านหนองแดง,19.1310784,98.3179264,บ้านจันทร์,กัลยาณิวัฒนา,เชียงใหม่,,ภาคเหนือ,R
FOP050,รร.กองม่องทะ สาขาไล่โว่,15.309310,98.50981,ไล่โว่,สังขละบุรี,กาญจนบุรี,,ภาคกลาง,R
FOP059,ชุมชนตำบลคลองสระ (น้ำตกภูริน),8.9939544,99.6585920,คลองสระ,กาญจนดิษฐ์,สุราษฎร์ธานี,,ภาคใต้,R
FOP063,บ้านคลองมุย หมู่ที่ 13,9.24950,98.85980,ตะกุกเหนือ,วิภาวดี,สุราษฎร์ธานี,,ภาคใต้,W
FOP027,พิพิธภัณฑ์ธรรมชาติจัดการน้ำชุมชนฯ บ้านปากซวด,8.9000320,98.8035584,พะแสง,บ้านตาขุน,สุราษฎร์ธานี,,ภาคใต้,R
FOP014,สะพานลำน้ำยาม,17.5948496,103.9694656,อากาศ,อากาศอำนวย,สกลนคร,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,W
FOP061,บ้านคลองวาย หมู่ที่ 7,9.3685312,98.8674624,ตะกุกเหนือ,วิภาวดี,สุราษฎร์ธานี,,ภาคใต้,W
FOP062,บ้านคลองใส หมู่ที่ 8,9.3146824,98.8898496,ตะกุกเหนือ,วิภาวดี,สุราษฎร์ธานี,,ภาคใต้,W
FOP028,สะพานทางเข้าชุมชนบ้านปากซวด,8.8896760,98.8203136,พะแสง,บ้านตาขุน,สุราษฎร์ธานี,,ภาคใต้,W
FOP025,สะพานบางไตประชาบริรักษ์,9.2824960,98.8769472,ตะกุกเหนือ,วิภาวดี,สุราษฎร์ธานี,,ภาคใต้,W
FOP043,คลองปะแต,6.4125832,101.1389120,ปะแต,ยะหา,ยะลา,,ภาคใต้,W
FOP044,เทศบาลตำบลปะแต,6.4139740,101.1361600,ปะแต,ยะหา,ยะลา,,ภาคใต้,R
FOP035,สะพานข้ามคลองวังเคียน,7.9545928,99.8964032,วังอ่าง,ชะอวด,นครศรีธรรมราช,,ภาคใต้,W
FOP036,สะพานห้วยน้ำใส,7.8895728,99.8742400,เกาะขันธ์,ชะอวด,นครศรีธรรมราช,,ภาคใต้,W
FOP060,ชุมชนตำบลเกาะขันธ์ (บ้านน้ำตก),7.9637808,99.7775872,เกาะขันธ์,ชะอวด,นครศรีธรรมราช,,ภาคใต้,R
FOP037,สะพานข้ามคลองห้วยกรวด,7.8768224,99.9332800,เกาะขันธ์,ชะอวด,นครศรีธรรมราช,,ภาคใต้,W
FOP031,น้ำตกปลิว,8.1626944,99.7591296,ถ้ำใหญ่,ทุ่งสง,นครศรีธรรมราช,,ภาคใต้,R
FOP033,ที่ทำการอุทยานแห่งชาติน้ำตกโยง,8.1723904,99.7412672,ถ้ำใหญ่,ทุ่งสง,นครศรีธรรมราช,,ภาคใต้,R
FOP034,ฝายคลองเปิก,8.1939128,99.7348480,ถ้ำใหญ่,ทุ่งสง,นครศรีธรรมราช,,ภาคใต้,R
FOP040,คลองกาแลกูโบ หมู่ที่ 1,6.7385168,101.2521856,คลองใหม่,ยะรัง,ปัตตานี,,ภาคใต้,W
FOP041,คลองสุหงาบารู หมู่ที่ 4,6.7370944,101.2730880,คลองใหม่,ยะรัง,ปัตตานี,,ภาคใต้,W
FOP023,รร.บ้านข้าวแป้ง,17.6892496,103.9465600,วาใหญ่,อากาศอำนวย,สกลนคร,,ภาคตะวันออกเฉียงเหนือ,R
FOP003,อุทยานแห่งชาติดอยภูคา,19.2039424,101.0776256,ภูคา,ปัว,น่าน,แม่น้ำน่าน,ภาคเหนือ,R
FOP046,ศูนย์เรียนรู้ชุมชนบ้านนาซัว หมู่ที่ 2,6.2720092,101.1567296,ถ้ำทะลุ,บันนังสตา,ยะลา,,ภาคใต้,R
FOP056,คลองจอมแจ้ง,17.7023680,100.0216832,แม่พูล,ลับแล,อุตรดิตถ์,,ภาคเหนือ,W
FOP039,สะพานท่าสำเภา,7.7296144,100.1079616,ชัยบุรี,เมืองพัทลุง,พัทลุง,,ภาคใต้,W
FOP038,สะพานบ้านแหลมโตนด,7.8175992,100.0475456,แหลมโตนด,ควนขนุน,พัทลุง,,ภาคใต้,W
FOP026,สะพานคลองพาย,9.1556560,98.8949952,น้ำหัก,คีรีรัฐนิคม,สุราษฎร์ธานี,,ภาคใต้,W
FOP020,ประปาหมู่บ้านมหาราช,17.7214784,100.0180352,แม่พูล,ลับแล,อุตรดิตถ์,,ภาคเหนือ,R
FOP042,องค์การบริหารส่วนตำบลตาชี,6.5551400,101.1063040,ตาชี,ยะหา,ยะลา,,ภาคใต้,R
FOP052,ห้วยแม่แจ่ม,19.0730960,98.3067456,แจ่มหลวง,กัลยาณิวัฒนา,เชียงใหม่,,ภาคเหนือ,W
FOP018,บ้านขุนแม่ละอุปหมู่ที่ 3,19.040228,98.200279,แจ่มหลวง,กัลยาณิวัฒนา,เชียงใหม่,,ภาคเหนือ,R
FOP015,ลำน้ำกวงสะพานศรีดอนชัย,18.6532368,99.0644096,บ้านธิ,บ้านธิ,ลำพูน,แม่น้ำปิง,ภาคเหนือ,W
FOP021,น้ำตกแม่พูล,17.7283984,99.9781632,แม่พูล,ลับแล,อุตรดิตถ์,,ภาคเหนือ,R
FOP058,บ้านใต้,8.1783304,99.7035520,นาหลวงเสน,ทุ่งสง,นครศรีธรรมราช,,ภาคใต้,W
FOP057,บ้านประดู่,8.2120152,99.7032832,นาหลวงเสน,ทุ่งสง,นครศรีธรรมราช,,ภาคใต้,W
FOP032,ไร่ วงศ์ ทอง เมฆ ดี,8.0902648,99.7388352,ที่วัง,ทุ่งสง,นครศรีธรรมราช,,ภาคใต้,R
FOP055,คลองกั้ง,17.7163200,100.1241152,บ้านด่านนาขาม,เมืองอุตรดิตถ์,อุตรดิตถ์,,ภาคเหนือ,W
FOP019,คลองสรอย วัดแม่ขมวก,17.7749616,99.4693824,สรอย,วังชิ้น,แพร่,,ภาคเหนือ,W
FOP022,สะพานวัดมงคลร่วมใจ (บ้านวังสาร),16.6705056,100.3279040,ท่าตาล,บางกระทุ่ม,พิษณุโลก,,ภาคเหนือ,W
FOP030,สะพานข้ามคลองหวาด,8.9359320,99.6087424,คลองสระ,กาญจนดิษฐ์,สุราษฎร์ธานี,,ภาคใต้,W
FOP053,ชุมชนแม่แดด,18.9626944,98.4124736,แม่แดด,กัลยาณิวัฒนา,เชียงใหม่,,ภาคเหนือ,R
FOP006,จุดชมวิว 1715,19.1747760,101.1061056,ภูคา,ปัว,น่าน,แม่น้ำน่าน,ภาคเหนือ,R
FOP009,รร.บ้านปางยาง,19.13560,100.99640,ภูคา,ปัว,น่าน,แม่น้ำน่าน,ภาคเหนือ,R
FOP011,สะพานน้ำมวบ (บ้านภูแยง),18.9240448,100.9267136,ดู่พงษ์,สันติสุข,น่าน,แม่น้ำน่าน,ภาคเหนือ,W
FOP005,ลำน้ำขว้าง (ฝายจ้าว),19.1801984,100.9590720,ศิลาแลง,ปัว,น่าน,แม่น้ำน่าน,ภาคเหนือ,W
FOP008,ลำน้ำกูน,19.1488368,100.9464064,ศิลาแลง,ปัว,น่าน,แม่น้ำน่าน,ภาคเหนือ,W
FOP047,โรงเรียนนิคมสร้างตนเองพัฒนาภาคใต้ 1,6.3125324,101.3610496,ตลิ่งชัน,บันนังสตา,ยะลา,,ภาคใต้,R
FOP004,รร.พนาสวรรค์,19.1797648,101.0417472,ภูคา,ปัว,น่าน,แม่น้ำน่าน,ภาคเหนือ,R
FOP007,บ้านผาเวียง,19.1577984,101.0250816,ภูคา,ปัว,น่าน,แม่น้ำน่าน,ภาคเหนือ,R
FOP002,รร.ภูคาวิทยาคม,19.2280064,101.0626624,ภูคา,ปัว,น่าน,แม่น้ำน่าน,ภาคเหนือ,R
VLGE32,รร. บ้านเพ็กเฟื้อย-ห้วยเตย,17.1473760,102.3321280,หนองหว้า,เมืองหนองบัวลำภู,หนองบัวลำภู,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,R
VLGE39,บ้านโนนศรีเจริญ,16.6162048,103.7173312,ยอดแกง,นามน,กาฬสินธุ์,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,R
VLGE49,ตำบลซับสมบูรณ์,15.6160368,101.0235072,ซับสมบูรณ์,วิเชียรบุรี,เพชรบูรณ์,แม่น้ำป่าสัก,ภาคเหนือ,R
VLGE46,สถานีชุมชนป่าภูถ้ำ,15.8393088,102.4148032,แวงน้อย,แวงน้อย,ขอนแก่น,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,R
VLGE27,ชุมชนหนองใหญ่,14.5727200,103.4731264,หนองใหญ่,ปราสาท,สุรินทร์,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
VLGE01,อบต.ตลาดไทร,15.1816016,102.8444416,ตลาดไทร,ชุมพวง,นครราชสีมา,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
VLGE14,ชุมชนบ้านตูม,15.4189504,104.3419136,กุดน้ำใส,ค้อวัง,ยโสธร,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,R
VLGE43,ชุมชนจุมจัง,16.4307424,104.0731840,จุมจัง,กุฉินารายณ์,กาฬสินธุ์,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,W
VLGE13,ชุมแสงสงคราม,16.8585520,100.0596416,ชุมแสงสงคราม,บางระกำ,พิษณุโลก,แม่น้ำยม,ภาคเหนือ,W
VLGE37,ตาดโตน,15.8730224,102.0162816,นาฝาย,เมืองชัยภูมิ,ชัยภูมิ,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,R
VLGE07,บ้านโคกพลวง,14.5923328,102.6677184,หนองโบสถ์,นางรอง,บุรีรัมย์,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
VLGE29,ชุมชนบ้านท่าด่าน,6.8347224,101.2004096,ดอนรัก,หนองจิก,ปัตตานี,ภาคใต้ฝั่งตะวันออก,ภาคใต้,W
VLGE21,ชุมชนโกรกประดู่,14.9352432,102.8886016,โคกกลาง,ลำปลายมาศ,บุรีรัมย์,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
VLGE02,บ้านผาชัน,15.7557088,105.4945600,สำโรง,โพธิ์ไทร,อุบลราชธานี,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,R
VLGE42,ชุมชนบ้านควน 2,6.5763316,101.1991296,พร่อน,เมืองยะลา,ยะลา,แม่น้ำปัตตานี,ภาคใต้,W
VLGE41,ชุมชนบ้านควน 1,6.5769192,101.1694912,พร่อน,เมืองยะลา,ยะลา,แม่น้ำปัตตานี,ภาคใต้,W
VLGE34,ชุมชนบ้านบุ่งคล้า,18.2948608,103.9948800,บุ่งคล้า,บุ่งคล้า,บึงกาฬ,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,R
VLGE20,ศาลาดิน,13.8077936,100.2741504,มหาสวัสดิ์,พุทธมณฑล,นครปฐม,แม่น้ำท่าจีน,ภาคกลาง,W
VLGE30,บ้านหนองตาจอน,13.4338736,99.6701952,ทุ่งหลวง,ปากท่อ,ราชบุรี,แม่น้ำเพชรบุรี,ภาคกลาง,R
VLGE17,รร.ปะทิววิทยา,10.7080184,99.3227456,บางสน,ปะทิว,ชุมพร,ภาคใต้ฝั่งตะวันออก,ภาคใต้,R
VLGE33,ชุมชนบ้านโคกพะยอม,6.8187432,99.8093440,ละงู,ละงู,สตูล,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
VLGE03,เปร็ดใน,12.1420160,102.5297856,ห้วงน้ำขาว,เมืองตราด,ตราด,ชายฝั่งทะเลตะวันออก,ภาคกลาง,R
VLGE26,ชุมชนประแส,12.7164600,101.7041600,ปากน้ำกระแส,แกลง,ระยอง,ชายฝั่งทะเลตะวันออก,ภาคกลาง,W
VLGE47,วัดบางแตน,13.9024304,101.1680000,บางแตน,บ้านสร้าง,ปราจีนบุรี,แม่น้ำปราจีนบุรี,ภาคกลาง,W
VLGE50,อบต.นาแขม,14.0425856,101.7205056,นาแขม,กบินทร์บุรี,ปราจีนบุรี,แม่น้ำปราจีนบุรี,ภาคกลาง,R
VLGE35,ชุมชนบ้านเหมือง,5.9237752,101.1259840,อัยเยอร์เวง,เบตง,ยะลา,แม่น้ำปัตตานี,ภาคใต้,R
VLGE04,ป่าสักงาม,18.9926384,99.1281216,ลวงเหนือ,ดอยสะเก็ด,เชียงใหม่,แม่น้ำปิง,ภาคเหนือ,R
VLGE31,ชุมชนม่วงชุม,20.1010944,100.4039936,ครึ่ง,เชียงของ,เชียงราย,แม่น้ำโขง,ภาคเหนือ,R
VLGE25,แม่หาด,18.4600544,98.6509440,บ้านหลวง,จอมทอง,เชียงใหม่,แม่น้ำปิง,ภาคเหนือ,R
VLGE12,นครป่าหมาก,16.6233456,100.3691904,นครป่าหมาก,บางกระทุ่ม,พิษณุโลก,แม่น้ำน่าน,ภาคเหนือ,W
VLGE06,ชุมชนบ้านแม่ละอุป,19.0012256,98.2711232,แจ่มหลวง,	แม่แจ่ม,เชียงใหม่,แม่น้ำปิง,ภาคเหนือ	,R
VLGE19,วัดบ้านดงผาปูน,19.0730720,101.1989120,บ่อเกลือใต้,บ่อเกลือ,น่าน,แม่น้ำน่าน,ภาคเหนือ,R
VLGE45,พิพิธภัณฑ์ธรรมชาติบ้านห้วยปลาหลด,16.7837488,98.8948416,ด่านแม่ละเมา,แม่สอด,ตาก,แม่น้ำสาละวิน,ภาคเหนือ,R
VLGE22,ศูนย์พัฒนาโครงการหลวงห้วยโป่ง,19.1287760,99.4399680,แม่เจดีย์ใหม่,เวียงป่าเป้า,เชียงราย,แม่น้ำกก,ภาคเหนือ,R
VLGE11,ชุมชนบ้านห้วยทราย,19.3399744,99.2173120,เขื่อนผาก,พร้าว,เชียงใหม่,แม่น้ำปิง,ภาคเหนือ,R
VLGE28,ชุมชนแม่ตาลน้อย,18.4151984,99.2646784,เวียงตาล,ห้างฉัตร,ลำปาง,แม่น้ำวัง,ภาคเหนือ,R
VLGE36,ชุมชนห้วยไร่,17.8857776,100.0416000,ห้วยไร่,เด่นชัย,แพร่,แม่น้ำยม,ภาคเหนือ,W
VLGE08,อบต.โนนขวาง,15.1807856,103.1574720,โนนขวาง,บ้านด่าน,บุรีรัมย์,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,R
VLGE15,ชุมชนหนองปิ้งไก่,16.4347792,99.3673472,นาบ่อคำ,เมืองกำแพงเพชร,กำแพงเพชร,แม่น้ำปิง,ภาคเหนือ,R
